Drop Down,Drop Down.1,Drop Down.2,Drop Down.3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Drop Down.4,Drop Down.5,Unnamed: 10
CGT,2,Ph1/2 mfg. Readiness and Preliminary Phase 2b/3 Sourcing Assessment,Drug Product Development & Delivery (DPD&D),,Process flow for reference material approved,,,,,
CGT,2,Ph1/2 mfg. Readiness and Preliminary Phase 2b/3 Sourcing Assessment,Drug Product Development & Delivery (DPD&D),,Complete Complexity Assessment Form with team. Complete Complexity Assessment Decision,,,,,
CGT,2,Ph1/2 mfg. Readiness and Preliminary Phase 2b/3 Sourcing Assessment,Drug Product Development & Delivery (DPD&D),,Complete  Probability of Delamination Occurrence for glass components (PDO) assessment,,,,,
CGT,2,Ph1/2 mfg. Readiness and Preliminary Phase 2b/3 Sourcing Assessment,JSC Value Chain Management (VCLs),,Confirm that analyses and small-scale study results are available and align with scale-up plans (related to sourcing decisions / volume of future demand) with BTDS API (Inc. Vector & Plasmid) team.,,,,,
CGT,2,Ph1/2 mfg. Readiness and Preliminary Phase 2b/3 Sourcing Assessment,JSC Value Chain Management (VCLs),,Receive estimated productivity and yield info from API (inc. Vectors & Plasmids)  (From Stage Gate 1),,,,,
CGT,2,Ph1/2 mfg. Readiness and Preliminary Phase 2b/3 Sourcing Assessment,JSC Value Chain Management (VCLs),,"API (inc. Vectors & Plasmids) : Assessment of (a) long term raw materials, (b) equipment & facility requirements completed (identify long-lead items that could affect sourcing decisions in SG 5)",,,,,
CGT,2,Ph1/2 mfg. Readiness and Preliminary Phase 2b/3 Sourcing Assessment,JSC Value Chain Management (VCLs),,Receive and review PF2P result and assessment on Ph1 manufacturing facility.,,,,,
CGT,2,Ph1/2 mfg. Readiness and Preliminary Phase 2b/3 Sourcing Assessment,JSC Value Chain Management (VCLs),,"Assess the need to kick off VCT in SG 2 or SG 3 for Fast to Market / Accelerated programs (ATV, Breakthrough, In-License)",,,,,
CGT,2,Ph1/2 mfg. Readiness and Preliminary Phase 2b/3 Sourcing Assessment,JSC Value Chain Management (VCLs),,"Preliminary Ph2b/Ph3/commercial manufacturing technology fit and manufacturing network assessment completed (API & DP, internal vs. external manufacturing)
*Is technology in accordance to preferred processes (e.g., platforms) for API (inc. Vectors & Plasmids)  and DP?
*Identify gaps in site fit or in available capacity early to take necessary remedial action (e.g., capital investment).
*Evaluation of advanced manufacturing options.  Include in development plan with link to sourcing and network strategy.",,,,,
CGT,2,Ph1/2 mfg. Readiness and Preliminary Phase 2b/3 Sourcing Assessment,Material Sciences (MS),,Review/Approve DPFD and/or site BOM.,,,,,
CGT,2,Ph1/2 mfg. Readiness and Preliminary Phase 2b/3 Sourcing Assessment,Material Sciences (MS),,"Execute selection, qualification and release testing gap mitigation for DS (including MCB, WCB) and DP Raw Materials and Product Contact Polymeric Materials for Phase 1 manufacture including specifications and analytical methods. ",,,,,
CGT,2,Ph1/2 mfg. Readiness and Preliminary Phase 2b/3 Sourcing Assessment,Material Sciences (MS),,"Complete a raw materials and polymeric product contact materials selection, qualification and release testing gap assessment and mitigation plan per the site BOM",,,,,
CGT,2,Ph1/2 mfg. Readiness and Preliminary Phase 2b/3 Sourcing Assessment,Product Quality Management (PQM),,Quality agreement (External & Internal) approved (if required),,,,,
CGT,2,Ph1/2 mfg. Readiness and Preliminary Phase 2b/3 Sourcing Assessment,Product Quality Management (PQM),,External lab / supplier qualification performed (if applicable),,,,,
CGT,2,Ph1/2 mfg. Readiness and Preliminary Phase 2b/3 Sourcing Assessment,Product Quality Management (PQM),,Submit Product Quality Complaint New Product Set Up Form for clinical trials,,,,,
CGT,2,Ph1/2 mfg. Readiness and Preliminary Phase 2b/3 Sourcing Assessment,Program Management (PMO),,Support CMC TL and CMC team to meet all deliverables through planning coordination,,,,,
CGT,2,Ph1/2 mfg. Readiness and Preliminary Phase 2b/3 Sourcing Assessment,Program Management (PMO),,Developed scenarios in support of strategic planning (as required),,,,,
CGT,2,Ph1/2 mfg. Readiness and Preliminary Phase 2b/3 Sourcing Assessment,Program Management (PMO),,Ph1/2 FTE and OOP demand estimates completed and updated in V6,,,,,
CGT,3,FIH Readiness,Analytical Development (AD),,"Ph1 intermediate (if applicable), DS (if applicable) and DP expiry memos approved (temperature excursion guideline included, as applicable).",,,,,
CGT,3,FIH Readiness,Analytical Development (AD),,Analytical CMC sections of IND/IMPD submission are verified and completed.,,,,,
CGT,3,FIH Readiness,API (Cell & Gene),,"Evaluate at scale (GLP-Tox and Phase 1 GMP) process efficiency data and communicated to JSC VCL (to update COGS, sourcing assumptions).",,,,,
CGT,3,FIH Readiness,API (Cell & Gene),,Ph1 or IND Supporting Mfg. complete & early-stage product quality attributes and yield targets achieved.,,,,,
CGT,3,FIH Readiness,API (Cell & Gene),,Ph2 process optimization studies initiated (if required).,,,,,
CGT,3,FIH Readiness,API (Cell & Gene),,CMC sections of IND/IMPD submission are verified and approved by the functional area owners.,,,,,
CGT,3,FIH Readiness,API (Cell & Gene),,Viral clearance studies and reports approved (if applicable),,,,,
CGT,3,FIH Readiness,API (Cell & Gene),,Ph1 & 2a DS and DP supply manufactured,,,,,
CGT,3,FIH Readiness,API (Cell & Gene),,Engineering assessment for all manufacturing sites approved (with approved CAPA plan if required),,,,,
CGT,3,FIH Readiness,Clinical Supply Chain (CSC),,Ensure overall CSC FTE and OOP budget compound and study level in place,,,,,
CGT,3,FIH Readiness,Clinical Supply Chain (CSC),,Overall CSC FTE and OOP budget compound and study level,,,,,
CGT,3,FIH Readiness,Clinical Supply Chain (CSC),,"Full E2E supply plan in place in alignment with clinical development plan & enrollment projections, as well as non-clinical demand including tox.",,,,,
CGT,3,FIH Readiness,Clinical Supply Chain (CSC),,Ph1 supply delivered to clinical sites.,,,,,
CGT,3,FIH Readiness,Clinical Supply Chain (CSC),,"IND/IMPD review (Manufacturing and Packaging locations, stability plan) and delivery of submission labels as needed.  ",,,,,
CGT,3,FIH Readiness,CMC Leadership (CMC-L),,Approve Phase 1 criticality analysis report for releasing first lot of DP for human use.,,,,,
CGT,3,FIH Readiness,CMC Leadership (CMC-L),,"TPP-CMC updated and aligned with customers & approved by CMC Council, GSM, TA (if applicable)",,,,,
CGT,3,FIH Readiness,CMC Leadership (CMC-L),,FIH committee meeting minutes (digitally signed) for QP release of clinical supplies. ,,,,,
CGT,3,FIH Readiness,CMC Leadership (CMC-L),,Evaluate whether Tox/Ph1 comparability study is required.,,,,,
CGT,3,FIH Readiness,CMC Leadership (CMC-L),,Ph1 vs. Ph2 comparability plan approved by BCC (if required),,,,,
CGT,3,FIH Readiness,CMC Leadership (CMC-L),,CMC Module 3 completed for IND/IMPD Submission.,,,,,
CGT,3,FIH Readiness,CMC Leadership (CMC-L),,Kick-Off Customer Value Process with Combo Device Team. Align on the Compound Overview & Timeline and  prioritize deliverables.,,,,,
CGT,3,FIH Readiness,CMC Leadership (CMC-L),,Review critical questions and mitigation plans. Identify new critical questions based on emerging data.,,,,,
CGT,3,FIH Readiness,CMC Leadership (CMC-L),,Review current plans and data to determine if buy-ups are needed.,,,,,
CGT,3,FIH Readiness,CMC Leadership (CMC-L),,Update CMC Risk Register,,,,,
CGT,3,FIH Readiness,CMC Leadership (CMC-L),,Secure DPAT approval of IPPI for Ph1 study.,,,,,
CGT,3,FIH Readiness,CMC Leadership (CMC-L),,Stage 3 CMC Team presentation review completed,,,,,
CGT,3,FIH Readiness,CMC Leadership (CMC-L),,Confirm CoC and CoI for autologous programs ,,,,,
CGT,3,FIH Readiness,CMC Regulatory Affairs (RA),,Device Regulatory Strategy,,,,,
CGT,3,FIH Readiness,CMC Regulatory Affairs (RA),,Review of regulatory risks and mitigations ,,,,,
CGT,3,FIH Readiness,CMC Regulatory Affairs (RA),,Alignment of IPPI with supportive change controls to ensure updates are captured,,,,,
CGT,3,FIH Readiness,CMC Regulatory Affairs (RA),,Support of Health Authority Meetings (US FDA and/or EU National/Scientific Advice) (if needed/applicable),,,,,
CGT,3,FIH Readiness,Combination Products  Development Process (CPDP),,CPDP Portfolio Management & Concept Feasibility Stage ,,,,,
CGT,3,FIH Readiness,Combination Products  Development Process (CPDP),,Devices (Prototype Delivery System to Support Phase 0/1/2a - DS-SOP-16241 TV-SOP-21504) if applicable ready for clinical use.,,,,,
CGT,3,FIH Readiness,Combination Products  Development Process (CPDP),,Completion of Clinical Design History File (TV-SOP-21504) for the investigation combination product being used in Phase 0/1/2 if applicable. ,,,,,
CGT,3,FIH Readiness,Dossier Development Operations (DDO),,Pre-IND/CTA package prepared/briefing book completed,,,,,
CGT,3,FIH Readiness,Dossier Development Operations (DDO),,"Ph1 CMC dossier submitted or scheduled to be submitted to HA for FIH (Comment: SG#3 often occur BEFORE the first filing, the Phase 1 CMC dossier may still in progress at the time of SG#3 review)",,,,,
CGT,3,FIH Readiness,Dossier Development Operations (DDO),,Country Specific Requirements confirmed for CTA filing readiness (this should be CMCRA responsibility),,,,,
CGT,3,FIH Readiness,Dossier Development Operations (DDO),,Ph1 CTA approval achieved (Not applicable if SG# occurs prior to CTA submission or approval) (this should be CMCRA responsibility),,,,,
CGT,3,FIH Readiness,Drug Product Development & Delivery (DPD&D),,"Phase 1 Pharmacy manual testing completed (compatibility, in-use stability, & accuracy if needed) ",,,,,
CGT,3,FIH Readiness,Drug Product Development & Delivery (DPD&D),,"Ph1 pharmacy manual reports approved, supportive studies and risk assessments completed (if applicable). Evaluate stability and dosage prep/compatibility requirements versus the early development TPP prescribed formulation and identify risks and mitigations.",,,,,
CGT,3,FIH Readiness,Drug Product Development & Delivery (DPD&D),,Tox/Ph1 formulation history report initiated.,,,,,
CGT,3,FIH Readiness,Drug Product Development & Delivery (DPD&D),,Ph1 API & DP Storage/Shipping Memo approved - move from CSC,,,,,
CGT,3,FIH Readiness,Drug Product Development & Delivery (DPD&D),,Ph1 representative DP mfg. complete & early-stage product quality attributes and yield targets achieved.,,,,,
CGT,3,FIH Readiness,Drug Product Development & Delivery (DPD&D),,Ensure plan is in place to capture process efficiency data (to inform later stage activities),,,,,
CGT,3,FIH Readiness,Drug Product Development & Delivery (DPD&D),,DPD CMC sections of IND/IMPD submission are verified and completed - or drafted as applicable,,,,,
CGT,3,FIH Readiness,Drug Product Development & Delivery (DPD&D),,Ph2 formulation/drug product optimization studies initiated (if required).,,,,,
CGT,3,FIH Readiness,Drug Product Development & Delivery (DPD&D),,EHS Requirement: Develop MSDS for drug product  (see EHS tab for contacts),,,,,
CGT,3,FIH Readiness,Drug Product Development & Delivery (DPD&D),,Clinical primary Component Specifications (Ph1),,,,,
CGT,3,FIH Readiness,Drug Product Development & Delivery (DPD&D),,Clinical Container Closure System Suitability Assessment (Ph1),,,,,
CGT,3,FIH Readiness,Drug Product Development & Delivery (DPD&D),,"Complete or revisit Complexity Assessment Form with team.  Create or revise (if necessary) complexity assessment decision.  Create uFMEA for clinical product, if needed.",,,,,
CGT,3,FIH Readiness,JSC Value Chain Management (VCLs),,Obtain large-scale (GLP-TOX and Phase 1 GMP). Process efficiency data must be evaluated with earlier data from BTDS API (inc. Vectors & Plasmids) .,,,,,
CGT,3,FIH Readiness,JSC Value Chain Management (VCLs),,Preliminary commercial early estimate COGs assessment complete,,,,,
CGT,3,FIH Readiness,JSC Value Chain Management (VCLs),,Receive DPD PF2P results and assessment.,,,,,
CGT,3,FIH Readiness,Material Sciences (MS),,Author/Review IND/IMPD Control of Materials,,,,,
CGT,3,FIH Readiness,Product Quality Management (PQM),,Ph1 API released ,,,,,
CGT,3,FIH Readiness,Product Quality Management (PQM),,Ph1 DP released ,,,,,
CGT,3,FIH Readiness,Product Quality Management (PQM),,Ph1 P&L'd drug product released,,,,,
CGT,3,FIH Readiness,Product Quality Management (PQM),,Complete initial Product Risk Management Plan/Report (PRM) (including risk plan and PRA summary),,,,,
CGT,3,FIH Readiness,Product Quality Management (PQM),,"Complete initial Product Risk Assessment (PRA) (Only sections related to hazard analysis, and initial risk evaluation are required)",,,,,
CGT,3,FIH Readiness,Product Quality Management (PQM),,QA review of Ph1 CMC dossier completed,,,,,
CGT,3,FIH Readiness,Product Quality Management (PQM),,QP approval of Ph1 supplies achieved,,,,,
CGT,3,FIH Readiness,Program Management (PMO),,Support CMC TL and CMC team to meet all deliverables through planning coordination,,,,,
CGT,3,FIH Readiness,Program Management (PMO),,Ph 1/2 plan updated and reviewed with CMC Team,,,,,
CGT,3,FIH Readiness,Program Management (PMO),,Ph1/2 FTE and OOP demand estimates completed and updated in V6,,,,,
CGT,3,FIH Readiness,Program Management (PMO),,Developed scenarios in support of strategic planning (as required),,,,,
CGT,4,API Process & DP Phase 2b/3 Development Plan,Analytical Development (AD),,Ph1 vs Ph2 comparability plan review with CGTV and BCC completed (if required).,,,,,
CGT,4,API Process & DP Phase 2b/3 Development Plan,Analytical Development (AD),,"Define the approach and review all available  information from temperature cycling stability studies (program specific approach presented to governance if TV-SOP-33790 doesn't apply), including trending results, at appropriate governance. Items to consider include prior and platform knowledge, risk assessment, process DOE, hold time studies, process relevant degradation, and modeling data",,,,,
CGT,4,API Process & DP Phase 2b/3 Development Plan,Analytical Development (AD),,"As needed, Ph2 MVB/MVSS, DS, DP specification documents (including justification) completed.",,,,,
CGT,4,API Process & DP Phase 2b/3 Development Plan,Analytical Development (AD),,"Ph 2 Pharmacy Manual testing for DPD, if required.",,,,,
CGT,4,API Process & DP Phase 2b/3 Development Plan,Analytical Development (AD),,Define the approach for acquiring S-F knowledge and review at appropriate governance. The MoA/MoT gap list must be closed or the risks identified.,,,,,
CGT,4,API Process & DP Phase 2b/3 Development Plan,Analytical Development (AD),,Define and review integrated control strategy with the appropriate governance. Initiate assay development for any new attributes identified.,,,,,
CGT,4,API Process & DP Phase 2b/3 Development Plan,Analytical Development (AD),,Confirm that the right analyses and study results are available to align with DP manufacturing equipment (related to sourcing decisions / volume of future demand) ,,,,,
CGT,4,API Process & DP Phase 2b/3 Development Plan,Analytical Development (AD),,"Samples and information will be collected for the sample archive permanent retention program during all stages following NME, for all Clinical lots, all ProVal lots, and for any representative lot(s) manufactured after a significant process change.",,,,,
